EmployeeID,Name,Gender,Age,Department,JobRole,Education,Salary,HireDate,Attrition,PerformanceRating,Location,YearsAtCompany
1413,Eshani Wable,Male,42,Engineering,Software Engineer,High School,1549384,2025-02-05,No,4,Mumbai,0
2569,Ayesha Sen,Female,59,Administration,Office Assistant,Bachelors,1172524,2021-03-21,No,3,Chennai,4
9694,Chirag Kata,Male,39,Finance,Financial Analyst,PhD,1209447,2023-06-30,No,3,Pune,1
3362,Yakshit Agarwal,Male,39,Marketing,Digital Marketer,High School,1942277,2023-06-26,No,2,Hyderabad,1
1495,Kiaan Kalita,Male,48,Marketing,Marketing Specialist,High School,276036,2016-05-08,Yes,2,Hyderabad,9
3903,Advik Sood,Male,40,HR,HR Executive,Masters,1750196,2015-10-08,No,3,Kolkata,9
5376,Raghav Ramesh,Female,45,IT Support,Helpdesk Support,Diploma,2469599,2016-08-26,No,2,Hyderabad,8
9027,Ehsaan Behl,Male,22,Administration,Admin Manager,Diploma,1780613,2019-02-18,No,4,Pune,6
4536,Prerak Viswanathan,Female,36,Finance,Accountant,High School,720064,2016-07-23,No,3,Delhi,8
4158,Vidur Wable,Male,47,IT Support,Helpdesk Support,PhD,2209098,2015-05-23,No,5,Hyderabad,9
4525,Pihu Mander,Male,21,IT Support,Helpdesk Support,PhD,1273408,2025-04-22,No,3,Bangalore,0
1251,Saksham Sheth,Female,41,HR,HR Manager,Diploma,926770,2019-05-25,No,2,Pune,5
3321,Anahita Rajan,Male,58,Administration,Admin Manager,Diploma,2016633,2021-12-23,No,4,Chennai,3
5579,Elakshi Bala,Female,31,HR,HR Manager,High School,595643,2022-08-31,No,2,Bangalore,2
8938,Indrajit Chaudhary,Male,46,IT Support,IT Technician,Masters,2247888,2020-06-22,No,3,Mumbai,4
9462,Siya Dani,Male,33,Marketing,Marketing Specialist,High School,1910984,2016-02-03,No,4,Bangalore,9
2786,Kiara Chhabra,Male,45,Engineering,Senior Developer,Bachelors,387025,2016-06-01,No,2,Pune,8
2282,Mannat Deshpande,Female,32,Sales,Sales Manager,PhD,2212008,2018-12-21,No,4,Kolkata,6
7017,Himmat Tak,Female,49,Sales,Sales Executive,Diploma,2082196,2020-11-01,No,5,Delhi,4
8631,Mahika Bhatia,Male,40,HR,HR Manager,Bachelors,2164494,2016-08-10,No,4,Hyderabad,8
3005,Adah Tata,Male,33,R&D,Lab Technician,PhD,2333071,2022-07-11,No,3,Pune,2
8269,Dhanush Agarwal,Male,46,Marketing,Marketing Specialist,Masters,1125435,2024-02-22,No,2,Bangalore,1
6844,Dharmajan Sunder,Male,59,Engineering,Software Engineer,High School,2330381,2018-04-12,No,2,Pune,7
4335,Prerak Cherian,Female,35,Engineering,Senior Developer,Bachelors,402054,2016-07-10,No,5,Kolkata,8
1528,Dhanuk De,Male,29,Finance,Accountant,Masters,1738320,2019-02-28,Yes,5,Delhi,6
4684,Navya Mallick,Male,51,Sales,Sales Manager,PhD,1939138,2023-05-12,No,2,Pune,1
7382,Madhup Dhawan,Male,39,Engineering,Senior Developer,Bachelors,1258586,2023-06-20,No,3,Bangalore,1
2218,Kabir Bhagat,Female,42,Engineering,QA Analyst,Bachelors,815820,2024-05-16,No,1,Chennai,0
9689,Diya Chaudry,Male,55,Finance,Financial Analyst,Bachelors,1123253,2019-03-25,No,2,Kolkata,6
4548,Suhana Sabharwal,Female,39,Engineering,Senior Developer,Diploma,799028,2022-05-28,No,5,Delhi,2
4507,Anvi Solanki,Female,44,HR,HR Manager,Masters,1044940,2022-10-20,No,3,Mumbai,2
9913,Ela Saini,Male,22,Finance,Financial Analyst,Masters,1026457,2015-11-10,No,3,Pune,9
5531,Dhanuk Viswanathan,Male,34,Sales,Sales Manager,Diploma,1607175,2023-06-14,No,3,Chennai,1
9597,Diya Rajagopal,Male,22,Marketing,Digital Marketer,Diploma,1896978,2016-10-16,No,4,Pune,8
1543,Aaryahi Varughese,Male,60,Finance,Financial Analyst,Bachelors,1930915,2017-04-04,No,4,Pune,8
6020,Mannat Ray,Male,56,Sales,Sales Manager,Bachelors,1153916,2016-12-20,No,5,Mumbai,8
2348,Chirag Tiwari,Male,30,Sales,Sales Executive,Bachelors,742320,2020-01-10,No,3,Kolkata,5
7728,Nitara Chandran,Female,27,Sales,Sales Executive,PhD,2464508,2020-04-14,No,3,Delhi,5
5198,Divit Bhagat,Female,31,IT Support,Helpdesk Support,High School,2375836,2017-10-26,No,2,Pune,7
4796,Miraan Bakshi,Male,30,Engineering,Senior Developer,Diploma,1019698,2021-01-20,Yes,3,Hyderabad,4
4477,Vihaan Bail,Female,43,Sales,Sales Manager,PhD,485652,2023-12-15,Yes,2,Pune,1
8575,Divij Subramanian,Male,38,R&D,Research Associate,PhD,839287,2020-04-26,Yes,3,Chennai,5
8238,Anahita Majumdar,Male,49,IT Support,IT Technician,PhD,1066144,2021-07-29,No,3,Kolkata,3
2798,Tanya Bose,Male,34,IT Support,Helpdesk Support,Diploma,499014,2023-02-17,No,3,Delhi,2
8979,Anaya Bath,Female,53,IT Support,IT Technician,Masters,1344376,2016-12-16,No,3,Kolkata,8
5904,Taran Ben,Female,56,Engineering,QA Analyst,Bachelors,1288687,2019-06-08,No,4,Pune,5
2937,Pihu Roy,Female,53,Finance,Accountant,Masters,2260764,2021-07-05,Yes,3,Delhi,3
7089,Azad Ghosh,Female,55,Finance,Financial Analyst,Diploma,2057577,2019-02-19,No,2,Chennai,6
9943,Aarna Raval,Male,22,IT Support,Helpdesk Support,High School,324112,2019-02-20,No,4,Pune,6
1829,Nehmat Sengupta,Female,38,Finance,Financial Analyst,Bachelors,1438810,2020-08-29,No,3,Delhi,4
7797,Rohan Sood,Female,26,Administration,Admin Manager,Diploma,940283,2016-02-27,No,4,Hyderabad,9
4549,Ranbir Kapur,Male,53,Marketing,Digital Marketer,PhD,762002,2024-10-05,No,3,Kolkata,0
2712,Faiyaz Sharaf,Male,34,IT Support,IT Technician,Diploma,1549391,2024-12-06,No,1,Pune,0
1230,Sana Tella,Female,59,Marketing,Marketing Specialist,Diploma,1079209,2015-10-28,No,2,Chennai,9
9946,Sahil Samra,Female,52,Sales,Sales Manager,Diploma,2329757,2023-05-30,No,4,Delhi,1
2656,Kismat Yogi,Male,36,Marketing,Digital Marketer,Diploma,609071,2019-05-15,No,3,Hyderabad,5
6192,Romil Kale,Male,37,IT Support,IT Technician,Bachelors,1992275,2017-08-16,No,3,Pune,7
9199,Misha Chowdhury,Male,41,R&D,Research Associate,Masters,392605,2016-12-15,No,4,Chennai,8
4455,Ayesha Verma,Female,21,Marketing,Marketing Specialist,High School,2049506,2023-08-29,Yes,3,Hyderabad,1
6184,Ira Warrior,Female,53,Administration,Office Assistant,PhD,1600542,2018-01-26,No,4,Chennai,7
4001,Hrishita Sawhney,Female,46,Sales,Sales Executive,PhD,1809350,2024-08-05,No,3,Pune,0
2513,Adira Tank,Female,35,Finance,Financial Analyst,Bachelors,1295390,2016-07-02,Yes,3,Delhi,8
8946,Ivan Kalla,Female,30,Sales,Sales Manager,Masters,434979,2022-12-27,No,2,Mumbai,2
7976,Lavanya Koshy,Female,42,Engineering,Software Engineer,Diploma,1347124,2017-06-12,Yes,3,Delhi,7
8565,Saanvi Upadhyay,Male,34,HR,HR Executive,High School,932767,2022-12-27,No,2,Kolkata,2
4092,Heer Bhat,Female,36,R&D,Lab Technician,High School,365148,2022-11-10,No,1,Kolkata,2
8301,Oorja Iyengar,Male,47,Administration,Office Assistant,Bachelors,1729372,2020-10-25,Yes,4,Hyderabad,4
4478,Heer Bora,Male,22,Engineering,QA Analyst,Masters,870334,2025-01-14,No,4,Kolkata,0
1355,Badal Sibal,Female,22,Sales,Sales Manager,Masters,1814939,2024-01-24,No,3,Hyderabad,1
1156,Dhanuk Shere,Male,50,R&D,Research Associate,Bachelors,1436029,2016-10-14,No,4,Delhi,8
6396,Yuvaan Sahota,Male,41,Administration,Admin Manager,High School,2262235,2017-08-29,No,2,Chennai,7
1915,Anvi Tara,Male,22,Marketing,Marketing Specialist,High School,2439698,2022-05-02,Yes,3,Mumbai,3
4999,Shaan Sachar,Female,48,Engineering,Software Engineer,High School,2057631,2023-01-19,No,3,Delhi,2
5039,Hazel Gera,Female,42,IT Support,Helpdesk Support,High School,607410,2017-03-31,No,4,Kolkata,8
4701,Aradhya Dey,Female,41,IT Support,IT Technician,Masters,1900117,2024-12-26,No,2,Mumbai,0
4687,Stuvan Sachar,Female,53,HR,HR Manager,High School,691387,2015-12-27,No,4,Chennai,9
6037,Renee Varty,Male,48,Administration,Office Assistant,PhD,799646,2018-06-05,No,5,Pune,6
9483,Badal Sethi,Female,41,IT Support,Helpdesk Support,PhD,2106874,2022-11-02,No,3,Mumbai,2
5172,Jayant Banik,Female,53,IT Support,IT Technician,Bachelors,1257964,2022-11-04,No,3,Bangalore,2
5056,Shamik Char,Male,43,Engineering,QA Analyst,High School,278543,2023-08-08,No,5,Pune,1
2849,Neelofar Kibe,Male,29,Administration,Admin Manager,PhD,536948,2015-05-21,No,2,Delhi,9
1602,Bhamini Tank,Female,43,Administration,Admin Manager,Masters,1955740,2018-03-04,No,1,Pune,7
5538,Vivaan Korpal,Male,59,Finance,Accountant,Bachelors,830978,2017-05-15,No,3,Mumbai,7
4354,Saksham Devi,Female,50,R&D,Lab Technician,High School,1219253,2024-08-10,No,5,Pune,0
4436,Purab Kulkarni,Male,45,IT Support,Helpdesk Support,High School,2083500,2015-06-03,Yes,3,Delhi,9
6527,Shray Banik,Female,22,Marketing,Marketing Specialist,Diploma,2055406,2019-04-28,No,2,Mumbai,6
3648,Ritvik Dey,Female,54,HR,HR Manager,Diploma,2317948,2024-10-01,Yes,2,Hyderabad,0
8385,Divij Dyal,Female,38,R&D,Lab Technician,Bachelors,1413830,2024-02-15,Yes,4,Bangalore,1
8551,Tara Bhardwaj,Female,38,HR,HR Executive,PhD,2196598,2022-02-20,No,5,Delhi,3
1741,Faiyaz Bose,Male,52,Engineering,Senior Developer,Bachelors,873232,2018-09-26,No,3,Pune,6
4617,Ahana  Kulkarni,Male,27,Sales,Sales Executive,Masters,688234,2019-02-17,No,4,Mumbai,6
4578,Aayush Kala,Female,40,HR,HR Manager,Diploma,2257518,2024-04-20,No,4,Chennai,1
1674,Madhup Bawa,Female,35,Engineering,Senior Developer,Diploma,765810,2017-09-14,No,3,Pune,7
3315,Anvi Shere,Female,49,Finance,Financial Analyst,PhD,1766554,2015-12-21,No,3,Delhi,9
9203,Taimur Kothari,Male,40,Finance,Accountant,Diploma,385729,2016-01-16,No,3,Pune,9
9136,Kanav Chand,Male,52,HR,HR Executive,Masters,962180,2016-01-30,No,5,Delhi,9
1452,Mahika Datta,Male,28,Marketing,Marketing Specialist,Bachelors,260945,2016-02-28,No,3,Delhi,9
2746,Biju Sani,Female,35,HR,HR Manager,PhD,1728042,2022-03-08,No,3,Mumbai,3
3770,Jayesh Walia,Male,44,HR,HR Executive,PhD,1478472,2021-06-07,No,3,Hyderabad,3
3622,Inaaya  Kothari,Male,44,Engineering,Senior Developer,Diploma,2427692,2016-09-27,No,3,Bangalore,8
1906,Fateh Deep,Female,45,Engineering,QA Analyst,Diploma,871936,2019-11-28,No,3,Kolkata,5
2407,Kanav Arya,Male,57,Sales,Sales Executive,High School,1559118,2016-04-06,No,3,Chennai,9
2201,Faiyaz Choudhry,Female,44,Administration,Office Assistant,Bachelors,2367761,2025-04-05,No,2,Mumbai,0
9117,Aaryahi Raja,Female,42,R&D,Research Associate,Masters,547948,2016-12-06,No,3,Mumbai,8
7459,Aarav Cherian,Male,26,Engineering,QA Analyst,Masters,1276108,2021-11-30,No,4,Pune,3
2394,Samarth Warrior,Female,35,IT Support,IT Technician,PhD,1459670,2019-03-26,No,2,Pune,6
3728,Sumer Sane,Female,34,Marketing,Marketing Specialist,High School,256852,2019-06-06,No,3,Mumbai,5
2726,Jhanvi Khare,Female,23,Administration,Office Assistant,Masters,1487337,2019-04-07,No,3,Mumbai,6
8559,Gatik Chanda,Male,53,Administration,Office Assistant,Diploma,1747281,2016-12-05,No,3,Hyderabad,8
5812,Ela Choudhary,Female,50,Finance,Financial Analyst,Masters,1772812,2020-06-29,No,3,Bangalore,4
1655,Armaan Mann,Female,36,Sales,Sales Executive,PhD,1965697,2020-08-16,No,4,Bangalore,4
7770,Shayak Ram,Female,50,IT Support,Helpdesk Support,PhD,828366,2016-10-10,Yes,3,Pune,8
2390,Tushar Bhalla,Male,45,Administration,Office Assistant,Diploma,2382800,2019-05-26,No,3,Pune,5
1621,Oorja Chandran,Male,46,IT Support,Helpdesk Support,PhD,1899625,2015-10-12,No,4,Bangalore,9
2527,Kaira Kumer,Male,24,R&D,Lab Technician,High School,1683214,2015-08-17,No,4,Pune,9
9109,Akarsh Korpal,Female,32,R&D,Research Associate,PhD,2252270,2020-11-16,No,4,Kolkata,4
1437,Yakshit Anand,Female,30,HR,HR Executive,High School,2471521,2024-05-14,Yes,3,Mumbai,0
1357,Hunar Vaidya,Male,58,HR,HR Manager,PhD,2001317,2018-01-11,No,3,Kolkata,7
4450,Zain Chaudhuri,Female,53,Engineering,Software Engineer,Diploma,1642929,2021-05-16,No,4,Hyderabad,3
5697,Kashvi Buch,Male,38,Administration,Office Assistant,PhD,2162682,2015-05-08,No,3,Pune,10
3463,Yakshit Jain,Male,42,Finance,Accountant,High School,1289067,2021-01-30,No,5,Kolkata,4
2915,Ishita Savant,Female,28,Finance,Financial Analyst,PhD,2202668,2024-01-05,No,3,Chennai,1
7767,Sumer Tripathi,Male,23,Finance,Accountant,PhD,1926007,2018-07-11,Yes,3,Delhi,6
6591,Sara Warrior,Female,22,Marketing,Marketing Specialist,Bachelors,1090964,2019-07-18,No,2,Pune,5
1935,Parinaaz Chaudry,Male,60,Sales,Sales Manager,Masters,2136823,2016-04-27,Yes,3,Mumbai,9
6076,Nakul Bali,Female,43,Finance,Accountant,High School,1313267,2017-11-16,No,4,Delhi,7
7849,Prisha Bhasin,Male,57,R&D,Research Associate,PhD,1073698,2023-02-22,No,3,Pune,2
3011,Anahi Setty,Male,29,Marketing,Digital Marketer,Bachelors,571145,2019-03-13,No,3,Bangalore,6
9891,Hiran Gandhi,Male,41,Finance,Financial Analyst,PhD,1271998,2016-05-03,No,2,Delhi,9
8466,Anahita Sawhney,Female,21,Marketing,Digital Marketer,Diploma,1104420,2021-12-03,No,5,Delhi,3
7715,Indrajit Sankar,Female,48,Engineering,QA Analyst,PhD,394643,2021-12-29,No,3,Bangalore,3
6223,Anika Mammen,Female,24,Finance,Accountant,High School,1585467,2015-10-18,No,3,Hyderabad,9
6198,Saira Acharya,Female,26,IT Support,Helpdesk Support,Masters,506160,2015-07-31,No,3,Kolkata,9
2162,Eshani Balay,Male,40,Administration,Admin Manager,PhD,2093418,2024-02-21,No,3,Pune,1
6012,Kavya Bahl,Female,30,Administration,Admin Manager,Masters,1351376,2017-07-29,No,3,Delhi,7
8179,Drishya Kapoor,Female,27,IT Support,Helpdesk Support,Masters,347500,2022-12-03,No,3,Mumbai,2
7672,Mahika Gala,Female,37,IT Support,IT Technician,High School,2105501,2024-12-04,No,3,Delhi,0
4070,Tushar Chandran,Female,23,R&D,Lab Technician,Bachelors,2162564,2019-04-13,Yes,4,Bangalore,6
8768,Pari Sarraf,Female,46,R&D,Lab Technician,High School,2342172,2018-09-20,No,5,Pune,6
8103,Vritika Yadav,Female,58,R&D,Research Associate,Bachelors,325261,2024-03-20,No,1,Mumbai,1
7013,Nehmat Chaudhary,Female,60,Sales,Sales Executive,Diploma,1431959,2024-05-17,No,3,Kolkata,0
2547,Shanaya Mall,Male,31,Marketing,Digital Marketer,Bachelors,1086150,2024-10-05,No,4,Kolkata,0
3886,Farhan Khalsa,Male,53,Engineering,Senior Developer,Diploma,1866285,2019-08-28,Yes,1,Pune,5
3500,Damini Deol,Female,41,Sales,Sales Manager,Masters,1512748,2024-09-03,Yes,2,Chennai,0
3753,Aarush Shere,Male,51,R&D,Lab Technician,Masters,1879711,2024-03-14,No,3,Mumbai,1
7103,Dharmajan Hayre,Male,31,IT Support,IT Technician,Bachelors,606229,2023-04-05,Yes,4,Kolkata,2
2554,Shayak Karnik,Male,35,Engineering,QA Analyst,PhD,1254219,2017-08-22,No,3,Bangalore,7
7395,Shalv Bail,Female,50,HR,HR Manager,Masters,514246,2021-08-01,No,1,Hyderabad,3
6395,Vaibhav Sathe,Male,25,HR,HR Executive,PhD,1868677,2015-10-11,No,4,Kolkata,9
5366,Hunar Varghese,Female,48,R&D,Lab Technician,Bachelors,582196,2020-09-24,No,3,Mumbai,4
8239,Aniruddh Sunder,Male,49,Finance,Financial Analyst,PhD,2327083,2016-12-29,No,3,Hyderabad,8
7361,Divit Bhatnagar,Female,51,Sales,Sales Manager,Bachelors,1060703,2019-09-20,No,5,Bangalore,5
5106,Shalv Sarma,Male,24,Engineering,Software Engineer,Diploma,2495577,2020-06-21,No,4,Pune,4
5802,Kimaya Thaker,Female,40,HR,HR Manager,Diploma,466956,2020-06-11,Yes,4,Hyderabad,4
1036,Aarav Shankar,Female,39,Sales,Sales Executive,High School,1100553,2019-08-21,No,4,Chennai,5
2488,Sumer Rana,Female,26,Marketing,Digital Marketer,PhD,449913,2015-12-16,No,4,Bangalore,9
1056,Keya Bhatt,Male,45,R&D,Lab Technician,PhD,1011614,2022-02-13,No,4,Kolkata,3
4279,Akarsh Bhatt,Male,33,Administration,Admin Manager,Bachelors,955272,2016-03-19,No,3,Bangalore,9
1748,Taimur Kala,Male,27,Marketing,Marketing Specialist,PhD,1492250,2022-04-11,No,3,Bangalore,3
9701,Kavya Sood,Female,47,Finance,Financial Analyst,Bachelors,1690188,2021-11-01,Yes,3,Chennai,3
2076,Lakshit Behl,Female,34,IT Support,IT Technician,Bachelors,253153,2022-09-17,No,5,Mumbai,2
8477,Divij Sabharwal,Male,28,R&D,Lab Technician,Bachelors,368451,2019-09-07,No,1,Mumbai,5
4371,Heer Luthra,Female,30,Engineering,Senior Developer,Bachelors,2095929,2016-09-28,No,1,Mumbai,8
6448,Anvi Mannan,Male,57,HR,HR Executive,Masters,1925340,2021-11-19,No,3,Mumbai,3
5095,Eshani Jani,Female,57,Marketing,Digital Marketer,Diploma,1293204,2025-04-16,No,4,Hyderabad,0
5470,Anahi Chakrabarti,Female,52,Sales,Sales Manager,Bachelors,302453,2018-12-05,No,4,Pune,6
3122,Mannat Datta,Male,33,HR,HR Executive,Diploma,1460317,2016-04-15,No,4,Hyderabad,9
1365,Kiara Bandi,Female,52,Administration,Office Assistant,Bachelors,1484660,2019-08-23,No,3,Hyderabad,5
2109,Shanaya Ghosh,Female,26,Finance,Accountant,Masters,436694,2024-10-14,No,4,Chennai,0
1360,Pari Bhatnagar,Female,21,Finance,Financial Analyst,Bachelors,493184,2019-11-17,No,3,Pune,5
4568,Biju Kant,Male,46,HR,HR Executive,Bachelors,722005,2020-06-23,No,5,Chennai,4
3680,Yuvaan Sachdeva,Female,24,Finance,Accountant,Bachelors,1957305,2024-05-06,No,4,Kolkata,1
6828,Prisha Agrawal,Male,46,Administration,Admin Manager,Bachelors,1863993,2024-02-26,No,1,Bangalore,1
5157,Divit Sachdeva,Female,42,HR,HR Manager,Masters,1077900,2025-04-09,No,4,Chennai,0
1104,Tiya Mandal,Female,53,Marketing,Digital Marketer,PhD,1365162,2016-02-19,No,3,Bangalore,9
8554,Ehsaan Thakkar,Male,22,Sales,Sales Manager,Masters,2457874,2022-05-31,No,4,Bangalore,2
1347,Neelofar Dhingra,Female,30,Finance,Financial Analyst,PhD,2265241,2020-05-17,No,4,Hyderabad,4
5727,Seher Cherian,Male,37,Administration,Office Assistant,Bachelors,1942443,2019-05-21,No,4,Mumbai,5
7841,Adira Goda,Male,30,Engineering,Software Engineer,Masters,589320,2020-02-23,No,3,Chennai,5
4929,Riaan Karnik,Female,52,Sales,Sales Manager,Bachelors,2457362,2023-03-10,Yes,4,Kolkata,2
6899,Jayesh Kaur,Male,51,Marketing,Marketing Specialist,PhD,2195368,2017-01-22,Yes,4,Bangalore,8
7279,Adah Chana,Male,56,IT Support,Helpdesk Support,Bachelors,807894,2019-08-19,No,3,Hyderabad,5
2112,Neelofar Varkey,Female,36,Engineering,Senior Developer,Diploma,771302,2020-09-25,No,4,Bangalore,4
9338,Riaan Luthra,Male,29,Sales,Sales Executive,Diploma,539289,2020-05-31,No,3,Hyderabad,4
5151,Nirvaan Babu,Female,33,Marketing,Marketing Specialist,High School,593147,2017-08-25,No,3,Kolkata,7
9537,Anika Golla,Female,35,R&D,Research Associate,Masters,1848135,2021-03-04,No,4,Hyderabad,4
6331,Parinaaz Loyal,Female,37,Finance,Accountant,High School,2390235,2023-08-29,No,5,Chennai,1
6546,Trisha Buch,Male,52,HR,HR Manager,High School,793299,2022-12-06,No,1,Hyderabad,2
8088,Rati Kalita,Male,28,Administration,Office Assistant,Bachelors,1518035,2020-10-25,No,3,Bangalore,4
9973,Priyansh Saha,Female,24,Sales,Sales Executive,Masters,2003677,2025-02-16,No,3,Pune,0
9450,Kavya Dugar,Female,54,IT Support,Helpdesk Support,Bachelors,1518582,2020-01-28,No,3,Mumbai,5
7500,Hunar Madan,Female,44,Engineering,Software Engineer,Diploma,1158345,2021-08-19,No,5,Kolkata,3
4651,Lavanya Swaminathan,Male,43,Marketing,Marketing Specialist,Diploma,943434,2021-05-01,No,4,Pune,4
4610,Rhea Kashyap,Male,37,Engineering,Software Engineer,Diploma,1852453,2023-10-10,No,3,Kolkata,1
1914,Himmat Karpe,Female,39,HR,HR Executive,Bachelors,1501139,2023-07-15,No,5,Delhi,1
9717,Gokul Baral,Male,22,Marketing,Marketing Specialist,High School,2389266,2024-09-15,No,4,Hyderabad,0
7020,Vihaan Roy,Male,29,HR,HR Manager,Bachelors,1372806,2023-04-29,No,5,Pune,2
9132,Mahika Jani,Female,31,R&D,Lab Technician,High School,1435174,2023-11-16,No,4,Mumbai,1
1755,Siya Shroff,Female,41,Administration,Admin Manager,Diploma,2402506,2020-06-21,No,3,Delhi,4
1338,Darshit Cherian,Female,21,Engineering,Senior Developer,PhD,1875130,2025-04-13,No,5,Bangalore,0
4406,Vanya Agarwal,Female,23,HR,HR Manager,High School,1227119,2024-06-06,No,3,Kolkata,0
8416,Jiya Talwar,Female,56,HR,HR Manager,Bachelors,2235367,2021-12-04,No,3,Mumbai,3
9916,Indranil Kota,Male,37,Engineering,Software Engineer,Diploma,1151700,2021-09-01,No,2,Delhi,3
6721,Farhan Tella,Male,45,Finance,Financial Analyst,Diploma,2236728,2024-06-11,No,3,Pune,0
5659,Ojas Varma,Female,47,Marketing,Marketing Specialist,High School,2104266,2017-02-07,No,3,Delhi,8
5549,Shayak Tailor,Female,51,Administration,Office Assistant,PhD,1041319,2018-10-23,No,3,Delhi,6
9372,Dishani Sami,Female,21,HR,HR Manager,Bachelors,1393466,2023-05-01,No,3,Mumbai,2
4653,Mishti Bahri,Male,49,IT Support,IT Technician,Bachelors,965237,2022-05-29,No,2,Delhi,2
6273,Nitya Chand,Female,40,Engineering,Senior Developer,Masters,1651914,2023-12-14,No,1,Pune,1
9345,Shamik Sehgal,Male,51,Sales,Sales Manager,Masters,1199873,2023-12-23,No,4,Hyderabad,1
2751,Baiju Sunder,Male,48,R&D,Lab Technician,Bachelors,1803227,2018-06-28,No,3,Chennai,6
1436,Fateh Kalla,Female,48,Sales,Sales Executive,Masters,593622,2016-01-23,No,3,Bangalore,9
4057,Trisha Krish,Male,49,HR,HR Executive,Diploma,643145,2021-08-17,No,3,Pune,3
2382,Akarsh Khare,Male,60,Marketing,Digital Marketer,Diploma,2204272,2018-09-07,No,2,Bangalore,6
6299,Yuvraj  Upadhyay,Male,49,R&D,Research Associate,PhD,319444,2023-11-09,No,3,Hyderabad,1
2429,Madhav Bumb,Female,29,Administration,Admin Manager,PhD,366928,2022-10-07,No,2,Hyderabad,2
2268,Zain Bhalla,Male,28,Administration,Admin Manager,PhD,1299799,2016-04-10,No,3,Delhi,9
6418,Mehul Kara,Female,26,Administration,Office Assistant,Masters,253968,2023-11-15,No,3,Chennai,1
3303,Aaryahi Halder,Female,31,Marketing,Marketing Specialist,PhD,1376613,2015-10-02,No,3,Hyderabad,9
2602,Nitara Buch,Male,47,Sales,Sales Manager,Diploma,280317,2020-08-27,No,4,Chennai,4
2168,Kartik Yadav,Female,55,Finance,Accountant,Bachelors,1742896,2021-08-29,No,4,Delhi,3
8552,Hridaan Grover,Male,49,R&D,Lab Technician,PhD,1137677,2022-04-09,No,3,Pune,3
7711,Indrans Devan,Male,21,Marketing,Marketing Specialist,Bachelors,1031176,2020-11-19,No,3,Pune,4
2376,Umang Chad,Female,58,Administration,Admin Manager,PhD,2456768,2017-03-19,No,4,Hyderabad,8
1901,Armaan Chakrabarti,Female,22,HR,HR Executive,PhD,1213074,2021-11-15,No,4,Hyderabad,3
5499,Nayantara Bora,Female,60,Administration,Admin Manager,High School,2338858,2019-04-30,No,3,Hyderabad,6
1414,Lakshit Kamdar,Male,50,Sales,Sales Manager,Masters,2148656,2024-11-19,No,2,Chennai,0
1751,Ahana  Talwar,Female,54,HR,HR Manager,Bachelors,527054,2016-10-18,No,2,Chennai,8
4149,Shamik Singh,Female,48,Sales,Sales Executive,High School,1889544,2024-09-05,Yes,2,Delhi,0
3722,Rania Sekhon,Male,48,Administration,Admin Manager,High School,1049247,2018-10-17,Yes,4,Pune,6
2133,Vritika Chokshi,Male,22,Finance,Financial Analyst,High School,2494412,2016-02-14,No,2,Pune,9
4666,Anika Bail,Male,46,Sales,Sales Executive,Masters,1359146,2023-08-21,Yes,3,Pune,1
9934,Tanya Kalita,Female,56,IT Support,Helpdesk Support,PhD,745438,2021-08-15,No,3,Mumbai,3
8038,Kashvi Ramachandran,Male,27,Engineering,Senior Developer,Masters,1196873,2019-09-28,No,3,Delhi,5
6232,Samiha Iyengar,Female,43,HR,HR Executive,PhD,865107,2020-06-23,No,4,Delhi,4
4435,Ela Tiwari,Male,35,IT Support,IT Technician,Masters,1476749,2015-10-29,No,3,Delhi,9
8882,Myra Brar,Male,48,Finance,Accountant,Masters,2428992,2022-09-30,No,3,Hyderabad,2
2167,Vaibhav Deo,Female,58,Engineering,QA Analyst,PhD,2474712,2024-02-04,No,2,Kolkata,1
5860,Mohanlal Goda,Male,50,Sales,Sales Manager,PhD,1285262,2015-07-21,No,4,Kolkata,9
1616,Bhamini Sekhon,Female,48,Sales,Sales Manager,Bachelors,740397,2024-09-22,No,3,Chennai,0
8200,Sara Saran,Male,49,Administration,Office Assistant,High School,2255591,2020-08-18,No,3,Hyderabad,4
3499,Hunar Lata,Female,55,Finance,Financial Analyst,PhD,2147772,2023-07-09,No,3,Hyderabad,1
2434,Raunak Mani,Female,44,Engineering,QA Analyst,Bachelors,761800,2016-04-01,No,1,Hyderabad,9
2617,Dhanuk Hari,Female,59,Administration,Admin Manager,High School,1434453,2018-11-01,No,3,Mumbai,6
9643,Kashvi Dewan,Male,47,HR,HR Executive,Bachelors,536042,2019-07-27,No,3,Chennai,5
6944,Mishti Soman,Male,25,Sales,Sales Executive,Diploma,786605,2018-07-07,No,3,Delhi,6
9257,Nayantara Thakur,Female,53,Finance,Accountant,Bachelors,2104718,2021-09-09,Yes,4,Pune,3
9793,Eva Dugar,Female,49,IT Support,IT Technician,Bachelors,774313,2015-07-19,No,2,Chennai,9
8604,Parinaaz Bhatia,Male,56,Marketing,Digital Marketer,Bachelors,345732,2024-01-06,Yes,2,Kolkata,1
9792,Arnav Bandi,Female,34,R&D,Lab Technician,High School,967935,2019-09-30,Yes,4,Delhi,5
7802,Devansh Karan,Female,26,Marketing,Marketing Specialist,Masters,963550,2022-12-04,No,2,Chennai,2
